"","date","sampleID","CO2","input","pH","cond","temp","DO","salt","CO2_raw","air","CO2_calc","experiment","fertilizer","treatment","experiment.fert","sampleID.exp"
"120",2012-09-06,"16","Ambient CO2","Did not receive input",8.45,NA,22.2,NA,0,172,NA,364.968934440532,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","16 Experiment 2 before fertilization"
"121",2012-09-06,"lake","Lake","Did not receive input",9.02,NA,21.7,NA,0,110,NA,231.891416062888,"Experiment 2","Not fertilized","Lake Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","lake Experiment 2 before fertilization"
"122",2012-09-06,"lake","Lake","Did not receive input",9.04,NA,21.7,NA,0,29,NA,61.1350096893069,"Experiment 2","Not fertilized","Lake Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","lake Experiment 2 before fertilization"
"123",2012-09-06,"lake","Lake","Did not receive input",9.06,NA,21.7,NA,0,33,NA,69.5674248188665,"Experiment 2","Not fertilized","Lake Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","lake Experiment 2 before fertilization"
"124",2012-09-06,"lake","Lake","Did not receive input",9.06,NA,21.7,NA,0,27,NA,56.9188021245271,"Experiment 2","Not fertilized","Lake Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","lake Experiment 2 before fertilization"
"125",2012-09-10,"1","High CO2","Received input",7.59,58.8,20.5,NA,0,1457,382,3023.50613889352,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","1 Experiment 2 before fertilization"
"126",2012-09-10,"2","Ambient CO2","Did not receive input",8.14,58.6,20.5,NA,0,260,382,539.541246473792,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","2 Experiment 2 before fertilization"
"127",2012-09-10,"3","High CO2","Did not receive input",7.6,58.8,20.6,NA,0,1568,382,3258.13640849643,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","3 Experiment 2 before fertilization"
"128",2012-09-10,"4","Ambient CO2","Received input",8.24,58.8,20.5,NA,0,238,382,493.887756387548,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","4 Experiment 2 before fertilization"
"129",2012-09-10,"5","Ambient CO2","Received input",8.31,59.2,20.6,NA,0,223,382,463.370165238969,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","5 Experiment 2 before fertilization"
"130",2012-09-10,"6","High CO2","Did not receive input",7.64,59,20.6,NA,0,1471,382,3056.58077608307,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","6 Experiment 2 before fertilization"
"131",2012-09-10,"7","Ambient CO2","Did not receive input",8.21,58.8,20.6,NA,0,246,382,511.161706945231,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","7 Experiment 2 before fertilization"
"132",2012-09-10,"8","High CO2","Received input",7.39,59,20.6,NA,0,1563,382,3247.74694290811,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","8 Experiment 2 before fertilization"
"133",2012-09-10,"9","High CO2","Did not receive input",7.67,58.8,20.7,NA,0,1556,382,3237.45970738452,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","9 Experiment 2 before fertilization"
"134",2012-09-10,"10","Ambient CO2","Received input",8.22,61.1,20.6,NA,0,238,382,494.538562003923,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","10 Experiment 2 before fertilization"
"135",2012-09-10,"11","High CO2","Received input",7.71,73.6,20.5,NA,0,1078,382,2237.02101422595,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","11 Experiment 2 before fertilization"
"136",2012-09-10,"12","Ambient CO2","Did not receive input",8.3,58.7,20.6,NA,0,234,382,486.226989533268,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","12 Experiment 2 before fertilization"
"137",2012-09-10,"13","High CO2","Did not receive input",7.58,58.6,20.6,NA,0,1552,382,3224.89011861381,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","13 Experiment 2 before fertilization"
"138",2012-09-10,"14","Ambient CO2","Received input",8.15,58.8,20.5,NA,0,222,382,460.685218143007,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","14 Experiment 2 before fertilization"
"139",2012-09-10,"15","High CO2","Received input",7.63,59.9,20.6,NA,0,1422,382,2954.76401331755,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","15 Experiment 2 before fertilization"
"140",2012-09-10,"16","Ambient CO2","Did not receive input",8.2,58.6,20.6,NA,0,278,382,577.654286710464,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","16 Experiment 2 before fertilization"
"141",2012-09-10,"lake","Lake","Did not receive input",8.66,58.9,20.6,NA,0,94,382,195.321953060373,"Experiment 2","Not fertilized","Lake Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","lake Experiment 2 before fertilization"
"142",2012-09-10,"lake","Lake","Did not receive input",8.72,59,20.2,NA,0,95,382,196.361918810292,"Experiment 2","Not fertilized","Lake Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","lake Experiment 2 before fertilization"
"143",2012-09-10,"lake","Lake","Did not receive input",8.7,58.9,20.6,NA,0,96,382,199.4777392957,"Experiment 2","Not fertilized","Lake Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","lake Experiment 2 before fertilization"
"144",2012-09-10,"lake","Lake","Did not receive input",8.7,58,20.1,NA,0,103,382,212.616861448994,"Experiment 2","Not fertilized","Lake Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","lake Experiment 2 before fertilization"
"145",2012-09-13,"1","High CO2","Received input",7.68,58.9,20.1,NA,0,1478,397,3050.9487497244,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","1 Experiment 2 before fertilization"
"146",2012-09-13,"2","Ambient CO2","Did not receive input",8.2,58.1,20.1,NA,0,283,397,584.180308641411,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","2 Experiment 2 before fertilization"
"147",2012-09-13,"3","High CO2","Did not receive input",7.67,58.7,20.1,NA,0,1518,397,3133.51840465605,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","3 Experiment 2 before fertilization"
"148",2012-09-13,"4","Ambient CO2","Received input",8.14,58.6,20.1,NA,0,286,397,590.373032761285,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","4 Experiment 2 before fertilization"
"149",2012-09-13,"5","Ambient CO2","Received input",8.27,58.7,20.1,NA,0,261,397,538.766998429005,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","5 Experiment 2 before fertilization"
"150",2012-09-13,"6","High CO2","Did not receive input",7.68,59,20.1,NA,0,1512,397,3121.1329564163,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","6 Experiment 2 before fertilization"
"151",2012-09-13,"7","Ambient CO2","Did not receive input",8.16,58.5,20.1,NA,0,273,397,563.537894908499,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","7 Experiment 2 before fertilization"
"152",2012-09-13,"8","High CO2","Received input",7.67,59,20.1,NA,0,1470,397,3034.43481873807,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","8 Experiment 2 before fertilization"
"153",2012-09-13,"9","High CO2","Did not receive input",7.6,58.7,20.1,NA,0,1701,397,3511.27457596834,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","9 Experiment 2 before fertilization"
"154",2012-09-13,"10","Ambient CO2","Received input",8.17,58.5,20.1,NA,0,291,397,600.694239627741,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","10 Experiment 2 before fertilization"
"155",2012-09-13,"11","High CO2","Received input",7.8,58.9,20,NA,0,1134,397,2337.76060141716,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","11 Experiment 2 before fertilization"
"156",2012-09-13,"12","Ambient CO2","Did not receive input",7.18,58.6,20.1,NA,0,283,397,584.180308641411,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","12 Experiment 2 before fertilization"
"157",2012-09-13,"13","High CO2","Did not receive input",7.59,59,20,NA,0,1748,397,3603.53221453015,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","13 Experiment 2 before fertilization"
"158",2012-09-13,"14","Ambient CO2","Received input",8.12,58.6,20.1,NA,0,242,397,499.546412336472,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","14 Experiment 2 before fertilization"
"159",2012-09-13,"15","High CO2","Received input",7.72,59.1,20,NA,0,1347,397,2776.86378316483,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","15 Experiment 2 before fertilization"
"160",2012-09-13,"16","Ambient CO2","Did not receive input",8.17,58.6,20.1,NA,0,278,397,573.859101774955,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","16 Experiment 2 before fertilization"
"161",2012-09-13,"lake","Lake","Did not receive input",8.88,58.9,20.1,NA,0,46,397,94.9551031713955,"Experiment 2","Not fertilized","Lake Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","lake Experiment 2 before fertilization"
"162",2012-09-13,"lake","Lake","Did not receive input",8.9,59.5,20.1,NA,0,73,397,150.689620250258,"Experiment 2","Not fertilized","Lake Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","lake Experiment 2 before fertilization"
"163",2012-09-13,"lake","Lake","Did not receive input",8.85,58.2,20,NA,0,109,397,224.705384086834,"Experiment 2","Not fertilized","Lake Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","lake Experiment 2 before fertilization"
"164",2012-09-13,"lake","Lake","Did not receive input",8.82,58.3,20,NA,0,68,397,140.183175393621,"Experiment 2","Not fertilized","Lake Not fertilized Experiment 2 before fertilization","Experiment 2 before fertilization","lake Experiment 2 before fertilization"
"165",2012-09-17,"1","High CO2","Received input",7.95,56.5,19.5,NA,0,1175,NA,2406.31644966942,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","1 Experiment 2 after fertilization"
"166",2012-09-17,"2","Ambient CO2","Did not receive input",8.21,58.1,19.2,NA,0,230,NA,469.15445566307,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","2 Experiment 2 after fertilization"
"167",2012-09-17,"3","High CO2","Did not receive input",7.92,59.2,19.2,NA,0,1142,NA,2329.4538624662,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","3 Experiment 2 after fertilization"
"168",2012-09-17,"4","Ambient CO2","Received input",8.2,58.6,19.2,NA,0,225,NA,458.955445757351,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","4 Experiment 2 after fertilization"
"169",2012-09-17,"5","Ambient CO2","Received input",8.22,65.2,19.1,NA,0,280,NA,570.387284460407,"Experiment 2","Fertilized","Ambient CO2 Fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","5 Experiment 2 after fertilization"
"170",2012-09-17,"6","High CO2","Did not receive input",7.74,70,19.1,NA,0,1050,NA,2138.95231672653,"Experiment 2","Fertilized","High CO2 Fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","6 Experiment 2 after fertilization"
"171",2012-09-17,"7","Ambient CO2","Did not receive input",8.19,67.8,19.2,NA,0,303,NA,618.060000286566,"Experiment 2","Fertilized","Ambient CO2 Fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","7 Experiment 2 after fertilization"
"172",2012-09-17,"8","High CO2","Received input",7.71,66.7,19.1,NA,0,1320,NA,2688.96862674192,"Experiment 2","Fertilized","High CO2 Fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","8 Experiment 2 after fertilization"
"173",2012-09-17,"9","High CO2","Did not receive input",7.74,58.1,19.2,NA,0,1348,NA,2749.65307058182,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","9 Experiment 2 after fertilization"
"174",2012-09-17,"10","Ambient CO2","Received input",8.32,58.5,19,NA,0,271,NA,551.321084859916,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","10 Experiment 2 after fertilization"
"175",2012-09-17,"11","High CO2","Received input",7.96,58.6,19.1,NA,0,844,NA,1719.31024315923,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","11 Experiment 2 after fertilization"
"176",2012-09-17,"12","Ambient CO2","Did not receive input",8.15,58.2,19.1,NA,0,267,NA,543.905017681888,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","12 Experiment 2 after fertilization"
"177",2012-09-17,"13","High CO2","Did not receive input",7.73,72.2,19.1,NA,0,1340,NA,2729.71057563195,"Experiment 2","Fertilized","High CO2 Fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","13 Experiment 2 after fertilization"
"178",2012-09-17,"14","Ambient CO2","Received input",8.2,90,19,NA,0,260,NA,528.942738241986,"Experiment 2","Fertilized","Ambient CO2 Fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","14 Experiment 2 after fertilization"
"179",2012-09-17,"15","High CO2","Received input",7.73,69,19.1,NA,0,1080,NA,2200.06524006157,"Experiment 2","Fertilized","High CO2 Fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","15 Experiment 2 after fertilization"
"180",2012-09-17,"16","Ambient CO2","Did not receive input",8.53,59,19.4,NA,0,142,NA,290.420916083447,"Experiment 2","Fertilized","Ambient CO2 Fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","16 Experiment 2 after fertilization"
"181",2012-09-17,"lake","Lake","Did not receive input",8.63,58.5,19.2,NA,0,32,NA,65.2736633966011,"Experiment 2","Lake","Lake Lake Experiment 2 after fertilization","Experiment 2 after fertilization","lake Experiment 2 after fertilization"
"182",2012-09-17,"lake","Lake","Did not receive input",8.65,58.4,19.2,NA,0,35,NA,71.3930693400324,"Experiment 2","Lake","Lake Lake Experiment 2 after fertilization","Experiment 2 after fertilization","lake Experiment 2 after fertilization"
"183",2012-09-17,"lake","Lake","Did not receive input",8.81,58.9,19.5,NA,0,52,NA,106.492302453455,"Experiment 2","Lake","Lake Lake Experiment 2 after fertilization","Experiment 2 after fertilization","lake Experiment 2 after fertilization"
"184",2012-09-17,"lake","Lake","Did not receive input",8.81,58.9,18.3,NA,0,46,NA,92.714972217983,"Experiment 2","Lake","Lake Lake Experiment 2 after fertilization","Experiment 2 after fertilization","lake Experiment 2 after fertilization"
"185",2012-10-02,"1","High CO2","Did not receive input",7.16,214.6,14.7,NA,0.1,1365,399,2621.4804544699,"Experiment 3","Fertilized","High CO2 Fertilized Experiment 3","Experiment 3","1 Experiment 3"
"210",2012-10-02,"2","Ambient CO2","Did not receive input",7.81,84.8,14.7,NA,0,288,410,553.103568415628,"Experiment 3","Not fertilized","Ambient CO2 Not fertilized Experiment 3","Experiment 3","2 Experiment 3"
"310",2012-10-02,"3","High CO2","Did not receive input",7.63,85,14.7,NA,0,792,NA,1521.03481314298,"Experiment 3","Not fertilized","High CO2 Not fertilized Experiment 3","Experiment 3","3 Experiment 3"
"410",2012-10-02,"4","Ambient CO2","Did not receive input",7.24,351.7,14.7,NA,0.1,1303,NA,2502.40954738043,"Experiment 3","Fertilized","Ambient CO2 Fertilized Experiment 3","Experiment 3","4 Experiment 3"
"510",2012-10-02,"5","High CO2","Did not receive input",7.29,259,14.7,NA,0.1,1369,NA,2629.16244847567,"Experiment 3","Fertilized","High CO2 Fertilized Experiment 3","Experiment 3","5 Experiment 3"
"610",2012-10-02,"6","Ambient CO2","Did not receive input",7.87,84.8,14.6,NA,0,334,NA,640.581084178252,"Experiment 3","Not fertilized","Ambient CO2 Not fertilized Experiment 3","Experiment 3","6 Experiment 3"
"710",2012-10-02,"7","High CO2","Did not receive input",7.54,85.1,14.6,NA,0,1131,NA,2169.15331199282,"Experiment 3","Not fertilized","High CO2 Not fertilized Experiment 3","Experiment 3","7 Experiment 3"
"810",2012-10-02,"8","Ambient CO2","Did not receive input",7.42,245.5,14.7,NA,0.1,1007,NA,1933.94199095325,"Experiment 3","Fertilized","Ambient CO2 Fertilized Experiment 3","Experiment 3","8 Experiment 3"
"910",2012-10-02,"9","Ambient CO2","Did not receive input",7.42,310.3,14.7,NA,0.1,857,NA,1645.86721573678,"Experiment 3","Fertilized","Ambient CO2 Fertilized Experiment 3","Experiment 3","9 Experiment 3"
"1010",2012-10-02,"10","High CO2","Did not receive input",7.78,85.3,14.7,NA,0,630,NA,1209.91405590919,"Experiment 3","Not fertilized","High CO2 Not fertilized Experiment 3","Experiment 3","10 Experiment 3"
"1110",2012-10-02,"11","Ambient CO2","Did not receive input",8.09,85.4,14.7,NA,0,281,NA,539.660078905526,"Experiment 3","Not fertilized","Ambient CO2 Not fertilized Experiment 3","Experiment 3","11 Experiment 3"
"1210",2012-10-02,"12","High CO2","Did not receive input",7.37,235.8,14.7,NA,0.1,1374,NA,2638.76494098289,"Experiment 3","Fertilized","High CO2 Fertilized Experiment 3","Experiment 3","12 Experiment 3"
"1310",2012-10-02,"13","Ambient CO2","Did not receive input",7.44,236.7,14.7,NA,0.1,1028,NA,1974.27245948356,"Experiment 3","Fertilized","Ambient CO2 Fertilized Experiment 3","Experiment 3","13 Experiment 3"
"1410",2012-10-02,"14","High CO2","Did not receive input",7.88,85.3,14.7,NA,0,541,NA,1038.98968928075,"Experiment 3","Not fertilized","High CO2 Not fertilized Experiment 3","Experiment 3","14 Experiment 3"
"1510",2012-10-02,"15","Ambient CO2","Did not receive input",8.05,84.9,14.7,NA,0,328,NA,629.923508473354,"Experiment 3","Not fertilized","Ambient CO2 Not fertilized Experiment 3","Experiment 3","15 Experiment 3"
"1610",2012-10-02,"16","High CO2","Did not receive input",7.35,287.9,14.7,NA,0.1,1326,NA,2546.58101291362,"Experiment 3","Fertilized","High CO2 Fertilized Experiment 3","Experiment 3","16 Experiment 3"
"1710",2012-10-02,"lake","Lake","Did not receive input",7.88,86.2,14.8,NA,0,510,NA,980.77710319757,"Experiment 3","Lake","Lake Lake Experiment 3","Experiment 3","lake Experiment 3"
"186",2012-10-02,"lake","Lake","Did not receive input",7.92,86.2,14.8,NA,0,509,NA,978.854010838359,"Experiment 3","Lake","Lake Lake Experiment 3","Experiment 3","lake Experiment 3"
"191",2012-10-03,"1","High CO2","Did not receive input",7.1,214.3,15.2,NA,0.1,1327,NA,2565.74851735444,"Experiment 3","Fertilized","High CO2 Fertilized Experiment 3","Experiment 3","1 Experiment 3"
"201",2012-10-03,"2","Ambient CO2","Did not receive input",8.02,84.5,15,NA,0,270,NA,520.637870447421,"Experiment 3","Not fertilized","Ambient CO2 Not fertilized Experiment 3","Experiment 3","2 Experiment 3"
"211",2012-10-03,"3","High CO2","Did not receive input",7.58,85,14.9,NA,0,878,NA,1690.75494117733,"Experiment 3","Not fertilized","High CO2 Not fertilized Experiment 3","Experiment 3","3 Experiment 3"
"221",2012-10-03,"4","Ambient CO2","Did not receive input",7.38,288.4,14.9,NA,0.1,705,NA,1357.61074433943,"Experiment 3","Fertilized","Ambient CO2 Fertilized Experiment 3","Experiment 3","4 Experiment 3"
"231",2012-10-03,"5","High CO2","Did not receive input",7.3,259,14.9,NA,0.1,1287,NA,2478.36174179411,"Experiment 3","Fertilized","High CO2 Fertilized Experiment 3","Experiment 3","5 Experiment 3"
"241",2012-10-03,"6","Ambient CO2","Did not receive input",8.12,84.6,14.9,NA,0,276,NA,531.490163741393,"Experiment 3","Not fertilized","Ambient CO2 Not fertilized Experiment 3","Experiment 3","6 Experiment 3"
"251",2012-10-03,"7","High CO2","Did not receive input",7.6,84.6,14.9,NA,0,1113,NA,2143.29185595714,"Experiment 3","Not fertilized","High CO2 Not fertilized Experiment 3","Experiment 3","7 Experiment 3"
"261",2012-10-03,"8","Ambient CO2","Did not receive input",7.54,246.9,14.9,NA,0.1,645,NA,1242.06940439565,"Experiment 3","Fertilized","Ambient CO2 Fertilized Experiment 3","Experiment 3","8 Experiment 3"
"271",2012-10-03,"9","Ambient CO2","Did not receive input",7.48,310,14.9,NA,0.1,622,NA,1197.7785574172,"Experiment 3","Fertilized","Ambient CO2 Fertilized Experiment 3","Experiment 3","9 Experiment 3"
"281",2012-10-03,"10","High CO2","Did not receive input",7.73,85.1,14.9,NA,0,742,NA,1428.86123730476,"Experiment 3","Not fertilized","High CO2 Not fertilized Experiment 3","Experiment 3","10 Experiment 3"
"291",2012-10-03,"11","Ambient CO2","Did not receive input",8.11,85.1,14.9,NA,0,231,NA,444.834158783557,"Experiment 3","Not fertilized","Ambient CO2 Not fertilized Experiment 3","Experiment 3","11 Experiment 3"
"301",2012-10-03,"12","High CO2","Did not receive input",7.39,236,14.9,NA,0.1,1235,NA,2378.22591384283,"Experiment 3","Fertilized","High CO2 Fertilized Experiment 3","Experiment 3","12 Experiment 3"
"311",2012-10-03,"13","Ambient CO2","Did not receive input",7.58,237.9,14.9,NA,0.1,603,NA,1161.190466435,"Experiment 3","Fertilized","Ambient CO2 Fertilized Experiment 3","Experiment 3","13 Experiment 3"
"321",2012-10-03,"14","High CO2","Did not receive input",7.65,85.2,14.9,NA,0,971,NA,1869.84401809019,"Experiment 3","Not fertilized","High CO2 Not fertilized Experiment 3","Experiment 3","14 Experiment 3"
