name,in-28F,pH2_s-28F,1-28F,2-28F,3-28F,4-28F,62-28F,48-28F,53-28F,65-28F,60-28F,67-28F,90-28F,85-28F,96-28F,97-28F,98-28F,106-28F,71-28F,79-28F,pH2_r-28F,pH12-28F,salt-28F
Burkholderia plantarii,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Methylophaga sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Citrobacter braakii,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massilia sp,0,0,29,6,2,8,2,90,46,1,111,0,0,140,876,0,0,0,0,0,0,0,0
Acinetobacter sp,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas antarctica,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microbacterium oxydans,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus cristatus,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas graminis,0,0,0,104,0,3,156,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Pseudomonas lutea,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,51,0,0,0,0
Pseudomonas filiscindens,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serratia entomophila,0,0,0,0,0,0,0,0,24,3,35,0,0,0,0,0,0,0,0,0,0,0,0
Leifsonia lichenia,0,0,0,0,0,0,0,6,7,0,16,0,0,2,0,0,0,0,0,0,0,0,0
Pseudomonas koreensis,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serratia sp,0,0,157,15,7,11,28,579,384,4,885,0,0,1559,3921,0,0,0,35,0,0,0,0
Nocardia sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
Serratia fonticola,0,0,0,27,0,16,62,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Aquitalea sp,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoogloea sp,0,0,0,3,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas teessidea,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Variovorax sp,0,0,4,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas fulva,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Herbaspirillum seropedicae,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Aeromonas sp,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Herminiimonas saxobsidens,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klebsiella sp,0,0,3,0,0,10,1,0,0,1,5,0,0,0,0,0,0,0,0,22,0,0,0
Aeromonas caviae,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arenimonas malthae,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrobacter freundii,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus erythropolis,0,0,0,0,0,0,0,0,42,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas pseudoalcaligenes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aeromonas hydrophila,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromonas punctata,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propionibacterium sp,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter ludwigii,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromonas taiwanensis,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propionibacterium acnes,0,0,0,0,0,0,0,0,32,9,6,6,0,0,0,0,0,0,0,0,0,0,0
Cronobacter sakazakii,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pedobacter kwangyangensis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frateuria sp,0,0,0,0,0,0,0,0,0,1,1,0,1,20,0,0,0,0,0,0,0,0,0
Serratia marcescens,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1584,0,0,0,0
Variovorax paradoxus,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
